	radius_enclosing_circle	area	arc_length	area_convex	arc_length_convex	circularity	max_entropy	name
0	335.1601257324219	14854.0	1545.2286896705627	38950.5	1376.9728231430054	0.04209096255907134	6.403707453904892	Bad_1_00d00h00m.tif
1	345.96142578125	42992.5	2611.274494409561	78882.5	1456.7137186527252	0.11433717844749668	6.2803016220830585	Bad_1_00d04h00m.tif
2	333.06353759765625	40012.0	2748.227812409401	78686.0	1423.532984495163	0.11481171554740198	6.241689830932898	Bad_1_00d08h00m.tif
3	273.3574523925781	29179.5	2169.343477368355	52736.0	1193.2799508571625	0.12429857120535398	6.260200929841676	Bad_1_00d12h00m.tif
4	270.34661865234375	14777.0	1412.978912949562	27744.5	1115.4365797042847	0.06435681110574656	6.023944796629883	Bad_1_00d16h00m.tif
5	91.93486022949219	4175.0	446.2396751642227	4991.5	394.76494085788727	0.15723389280572775	5.693741276925794	Bad_1_00d20h00m.tif
6	259.03521728515625	48595.0	2240.566784262657	65839.5	1199.1772788763046	0.23052821528954145	6.2111925220399975	Bad_1_01d00h00m.tif
7	190.78009033203125	31708.0	1792.9789122343063	47539.5	923.0028188228607	0.27730192004799986	5.532726176377875	Bad_1_01d04h00m.tif
8	80.55394744873047	5397.5	421.34523344039917	6589.0	368.34216046333313	0.26477021226640113	5.816087861323245	Bad_1_01d08h00m.tif
9	88.4902114868164	3558.0	417.41124761104584	4270.0	374.59698712825775	0.14463240403335592	5.512891021488288	Bad_1_01d12h00m.tif
10	385.31976318359375	95711.0	2327.7383588552475	125331.5	1722.8065893650055	0.20519624623183105	5.614233653373404	Bad_1_01d16h00m.tif
11	84.03742980957031	3857.5	702.2468165159225	7136.0	387.65584540367126	0.17386434909005455	5.817324254451053	Bad_1_01d20h00m.tif
12	59.634403228759766	3212.0	303.1614681482315	3675.5	268.08147859573364	0.2874960676387345	5.50215092278536	Bad_1_02d00h00m.tif
13	31.723533630371094	2685.5	199.4385986328125	2755.5	189.29409527778625	0.8493998318735568	5.6735130265833345	Bad_1_02d04h00m.tif
